source_row_number,review_priority,review_reason,suggested_action,visa_code,visa_name_ko,item_type,section_title,petition_type,subsection_type,subtype_or_program,applicant_context,eligibility,target_persons,common_documents,mandatory_documents,other_documents,requirements,procedure,restrictions,exceptions,fees,duration_or_validity,quota_or_limit,score_criteria,table_summary,table_rows,normalized_text
168,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,F-2,거주,visa_rule,F-2 거주,사증발급,대상,,영주자격 부여받기 위해 국내 장기체류하려는 자,"국민의 미성년 외국인 자녀 또는 영주(F-5) 자격자의 배우자·미성년 자녀 국민과 혼인관계(사실혼 포함)에서 출생한 자로 법무부장관이 인정하는 자 난민의 인정을 받은 자 외국인투자가(미화 50만달러 이상 투자+D-8로 3년 이상 체류, 또는 외투기업 파견 임직원 3년 이상, 또는 30만달러 투자+국민 2명 이상 고용) 영주(F-5) 상실자 중 법무부장관이 인정한 자(강제퇴거자 제외) A-1~A-3 이외 자격으로 7년 이상 계속 체류(E-1~E-5, E-7은 5년) 국가·지방공무원 임용자 점수제 우수인재(나이·학력·소득 기준 충족) 부동산 등 자산 투자자 대한민국에 특별 기여한 자 인구감소지역 활성화 대상자",F-2 자격 해당자 11개 항목,,,,,,,,,5년,,,,,
182,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,H-1,관광취업,visa_rule,H-1 관광취업 / 심사기준,사증발급,요건,,,협정국가 국민(난민·무국적자·영주권자는 제외) 뉴질랜드: 사증 신청 시 6개월 이상 거주 홍콩: 중화인민공화국 홍콩특별행정구 일반 거주자 대만: 호구등록되어 있을 것 미국: 고등교육 과정 재학 또는 최근 1년 이내 대학 졸업,,,,,"유효한 협정국 여권 소지(잔여 유효기간 신청 당시 6개월 이상) 사증발급 신청 시 18세 이상 30세 이하 (대만·포르투갈·아일랜드·아르헨티나 34세까지, 영국·캐나다 35세까지, 미국 연령기준 미적용) 중대한 범죄경력 없을 것(벌금 300만원 이상 선고 시 발급 불허) 신체 건강(공중위생상 위해 우려 시 불허) 체류기간 중 보장액 4,000만원 이상 의료보험 가입 부양가족 동반 불가 관광취업프로그램 참여 경험 없을 것(쿼터 무제한 국가 등 일부 예외) 왕복항공권 + 3개월 체류 가능 경비(한화 300만원 이상) 관광이 주된 목적일 것(취업·학업 전념·취재·정치활동 등 사증발급 제한)",,"취업 제한 직종: E-6 유흥접객업소(접객원·무용수·가수 등), 의사·변호사·교수 등 전문직 E-1~E-7, 사행행위·풍속영업·개인과외교습 등 청소년 출입·고용 금지 업소 학업 제한: D-2 유학 정규 학업과정, 회화강사 활동 겸한 학업","1주당 최대 취업가능시간: 캐나다 40시간, 그 외 25시간 국가별 취업기간: 이스라엘 3개월, 호주·이탈리아·벨기에 6개월, 덴마크 9개월, 캐나다·그 외 H-1 체류기간 국가별 학업기간: 호주 4개월, 캐나다·아일랜드·덴마크·홍콩·오스트리아·이스라엘·벨기에·뉴질랜드 6개월, 그 외 H-1 체류기간",상호주의에 따라 수수료 결정(일본·프랑스·칠레·홍콩·스페인은 면제),홍콩 H-1(복수) 유효기간 3개월/체류 1년 일본 H-1(단수) 1년/1년 미국 H-1(복수) 1년 6개월/1년 6개월 캐나다·영국 H-1(복수) 2년/2년 그 외 국가 H-1(복수) 1년/1년,"호주·독일·스웨덴·덴마크·네덜란드·기타 일부 무제한 캐나다 12,000, 일본 10,000, 영국 5,000, 뉴질랜드 3,000, 미국·프랑스 2,000, 스페인 1,000, 홍콩 1,000, 아일랜드 800, 대만 800, 이탈리아 500, 체코 300, 오스트리아 300, 폴란드 200, 포르투갈 200, 벨기에 200, 네덜란드 200, 아르헨티나 200, 이스라엘 200, 헝가리 100, 칠레 100, 안도라 50",,관광취업(H-1) 협정국별 사증·체류·쿼터 표,,
187,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,H-2,방문취업,visa_rule,H-2 방문취업 / 신규 발급 중단,사증발급,제한,,동포 체류자격 통합으로 방문취업(H-2) 사증의 신규 발급 중단,,,,,,,26. 2. 12.부터 방문취업(H-2)과 재외동포(F-4)로 이원화된 동포 체류자격을 재외동포(F-4)로 통합 중국 및 CIS 지역 동포들에게도 재외동포(F-4) 사증 발급,방문취업(H-2) 사증의 신규 발급 중단(2026.2.12.부터) 다른 체류자격에서 방문취업(H-2) 자격으로 자격변경 불가,기존 방문취업(H-2) 사증을 받은 동포는 외국인 등록 시 체류기간 최대 3년 부여 일정 요건 충족 시 체류기간 연장 가능,,"외국인등록 시 최대 3년 (한국어능력 입증서류 제출 시), 미제출 시 1년",,,,,
188,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,H-2,방문취업,visa_rule,H-2 방문취업 / 체류관리,체류기간 연장,요건,,기존 방문취업(H-2) 자격 소지자의 체류기간 연장 및 체류관리,고용부에서 '취업기간 만료자 취업활동 기간연장 확인서'를 받은 경우 입국일(또는 체류자격변경허가일)로부터 4년 10개월 내에서 허가 감염병 확산·천재지변 등 사유로 직권 연장 시 6년 이내 연장 가능,,,,,"한국어능력 입증서류 제출 시 체류기간 3년, 미제출 시 1년 결핵 진단 시 외국인 결핵환자 사증발급 및 체류관리 지침에 따라 처리",입국일로부터 90일 이내 체류지 관할 출입국·외국인청에 외국인등록 신고 외국인등록 시 법무부 지정 병원 발급 건강진단서 제출,"원칙적 기준: 초범은 범칙금 500만 원 이상, 재범은 최근 3년 이내 합산 700만 원 이상 시 체류 불허 후 출국 조치 최근 3년 이내 3회 이상 범칙금 처분 시 금액 무관 체류 불허 후 출국 조치 취업 목적 외 활동 시 범칙금 부과 가능 신고의무 위반 시 100만원 이하 과태료(출입국관리법 제100조제2항)",,,입국일로부터 최대 4년 10개월(직권 연장 시 6년),,,,,
189,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-4,재외동포,visa_rule,F-4 재외동포 / 자격부여 제도,사증발급,대상,,외국국적동포에 대한 재외동포(F-4) 자격 부여,출생에 의하여 대한민국 국적을 보유하였던 사람(대한민국 정부 수립 전 국외 이주 동포 포함)으로 외국국적 취득자 위에 해당하는 사람의 직계비속으로 외국국적 취득자 F-4-41: 출생에 의해 대한민국 국적을 보유했던 자로 외국국적 취득자 F-4-42: F-4-41의 직계비속으로 외국국적 취득자,외국국적동포(중국·고려인 동포 포함),,,,,동포 체류자격(F-4) 통합에 따라 모든 국가에 동일한 기준 적용,"18.5.1. 개정 재외동포법 시행으로 18.5.1. 이후 최초로 대한민국 국적을 이탈·상실한 남성은 병역이행 또는 면제처분 없으면 40세 되는 해 12월 31일까지 F-4 부여 제한 재외동포법 제5조 제2항 제1호·제2호 해당자 국내 특정강력범죄, 사회적 중대범죄(마약·보이스피싱·상습음주운전 3회 이상) 금고 이상 형 선고자 기타 범죄로 금고 이상 형 또는 집행유예 선고 후 5년 미경과자 국내법 벌금 총액 700만 원 이상이며 완납일로부터 3년 미경과자 출입국관리법 범칙금 총액 700만 원 이상이며 완납일로부터 3년 미경과자(봉사실적 100시간 이상 시 1년으로 감경)",,,한국어능력 입증서류 제출기준 등에 따라 최대 3년까지,,,"재외동포(F-4) 사증발급 세부대상 및 추가서류 표(F-4-41, F-4-42)","F-4-41: 본인 국민이었던 사실 증명서류, 외국국적 취득원인·연월일 증명서류 F-4-42: 직계존속 국민이었던 증명서류, 본인·직계존속 외국국적 취득원인·연월일, 직계존비속 관계 증명서류(출생증명서 등)",
191,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-4,재외동포,visa_rule,F-4 재외동포 / 취업활동 및 자격외 활동허가,체류자격외 활동허가,요건,,재외동포(F-4) 자격으로 변경한 동포가 과거 방문취업(H-2) 자격으로 취업개시 신고를 한 사업장에서 계속 일하려는 경우,방문취업(H-2)으로 체류하며 취업개시 신고 사실이 있는 동포,,"- 재외동포 통합신청서(별지 제1호서식), 여권 및 사본, 거소신고증, 수수료 - 단순노무 업종 취업사실 입증 공적서류(건강보험 가입내역, 소득금액증명원 등) - 근로계약서, 사업자등록증",,,,1회 부여기간은 재외동포(F-4) 자격 체류기간 범위 내에서 근로계약 기간에 따라 부여,"F-4 자격자 취업 제한: 단순노무행위, 사행행위 등 선량한 풍속·사회질서 반하는 행위, 공공이익·국내 취업질서 유지를 위해 제한 필요 인정 직종",상기 제한 외에는 취업활동 제한 없음 출입국관리정보시스템(ICRM)으로 확인되는 경우 일부 서류 제출 면제 가능,,재외동포(F-4) 자격 체류기간 범위 내 근로계약 기간,,,,,
198,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-3,동반,visa_rule,F-3 동반 / 외국국적동포 가족 체류관리,외국인등록,절차,,재외동포·방문취업 동포 가족 동반(F-3)·방문동거(F-1) 자격 체류관리 절차,,,"- 여권, 통합신청서, 표준규격사진 1매, 가족관계입증서류, 수수료, 체류지 입증서류 등",,,,"외국인등록: 90일 이상 체류 시 입국일부터 90일 이내 외국인 등록 체류기간 연장: 주 체류자격자의 체류기간 범위 내에서 연장 체류자격 변경: 재외동포(F-4)·방문취업(H-2) 자격자 가족(배우자, 미성년 자녀, 부모) 대상, 사증발급이 원칙이며 국내 자격변경은 제한적 허용",,,,주 체류자격자의 체류기간 범위 내,,,,,
204,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,visa_rule,첨단분야 해외 인재 탑티어 / 전자사증 발급,전자사증,절차,최우수인재(Top-Tier),탑티어 비자 자격을 충족한 외국인 본인 또는 해당 인재를 고용하고자 하는 고용주,,,,,,,① 신청: 외국인 본인 또는 고용주가 대리하여 비자포털에서 전자사증 신청(기업 회원가입) ② 접수·심사: 사증발급 심사기준에 따라 전담기관(서울출입국·외국인청 우수인재·투자지원센터)이 사증 심사. 비대면 방식이므로 탑티어 요건·관계부처 추천 여부·제출서류 확인 등을 심사 ③ 사증발급: 심사결정 후 결과 통보 ④ 입국: 전자사증발급확인서 소지하고 입국 해외 범죄경력 심사: 공적 확인(아포스티유 첨부 또는 대한민국 재외공관 영사확인)을 받은 자국정부 발급 범죄경력증명서(접수일 기준 6개월 이내 발급),"자국 재외공관장이 발급한 범죄경력증명서는 원칙적으로 불허(단, 본국 정부의 확인을 거쳐 발급되었음이 명백하게 입증되는 경우 예외적 제출 허용)",,,,,,,,
205,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,D-10,구직,visa_rule,최우수인재 구직(D-10-T),사증발급,대상,D-10-T,세계대학 순위 100위 이내 대학의 석사 이상 학위를 취득하고 국내 취업을 위해 연수나 구직활동을 하려는 사람,부처추천 불요 재외공관 사증신청 가능(전자사증 불가),,"신청서, 표준규격 사진, 여권 사본, 체류지 입증서류, 수수료 등",- 공통서류 - 구직활동 계획서 - 우수대학(본교) 졸업(예정)증명서,,,,,,,,,,,,
210,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-5,영주,visa_rule,최우수인재 영주(F-5-T),체류자격 변경,대상,F-5-T,"최우수인재 거주(F-2) 자격으로 3년 이상 체류하며 연간 근로소득 1인당 GNI 3배 이상 및 사회통합프로그램 3단계 이상 이수한 자로, 법무부장관이 정한 요건을 모두 갖춘 사람",관할 출입국관서에 신청,,"신청서, 표준규격 사진, 여권 사본, 체류지 입증서류, 수수료 등","- 공통서류 - 고용계약서, 재직증명서, 소득금액증명원 - 납부내역증명, 납세증명서, 지방세 납세증명서(세금체납여부확인) - 사업자등록증 및 법인등기부등본 - 한국어 능력 입증서류(사회통합프로그램 3단계 이상 또는 한국어능력시험 TOPIK 3단계 이상)",개별 심사 과정에서 심사의 정확성과 효율성을 위해 규정된 서류 이외에 추가서류 제출을 요구할 수 있음,,,,,,,,,,,
213,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,visa_rule,K-STAR 비자트랙 / K-STAR 거주(F-2-7S),체류자격 변경,대상,F-2-7S,국가 재정으로 양성한 해외 과학기술분야 우수인재 유치와 유출방지를 위한 K-STAR(Korea-Science & Technology Advanced Human-Resources) 비자트랙 참여대학의 석·박사 취득자 등(사증발급 신청 대상 아님),"법무부장관 선정 K-STAR 비자트랙 참여대학(KAIST, DGIST, UNIST, GIST, UST 등 32개교)의 석·박사 학위 취득(예정)인 자로서 다음 요건 중 어느 하나에 해당: - 선정대학의 석사 학위 취득 예정자 또는 취득 후 1년 이내인 자 - 선정대학의 박사 학위과정 재학생·수료생 또는 박사학위 취득 후 1년 이내인 자(석·박사 통합과정생은 박사과정 재학 중인 경우 인정) - 선정대학에서 박사학위 취득 후 선정대학의 '박사후연구원(Postdoc)' 자격으로 과학기술분야 연구에 참여 중인 자",,"신청서, 여권, 외국인등록증, 사진, 수수료, 체류지 입증서류, 해외범죄경력증명서(연장은 6개월 이상 해외 체류 시에만 제출), 결핵 진단서(해당자), 대학 총장 추천서(발급일로부터 1년간 유효. 고려대 세종·연세대 미래·한양대 ERICA 캠퍼스는 부총장 명의의 추천서 가능)","- 공통서류 - 석·박사 학위 취득(예정)인 자: 학위취득(예정)증명서 또는 졸업(예정)증명서 - 석·박사 통합과정: 석사과정 수료를 확인할 수 있는 서류, 박사과정에 해당하는 통합과정 재학증명서 - 박사과정 수료생: 박사과정 수료증명서(학위취득증명서 제출 생략) - 박사후연구원: 박사과정 학위취득증명서 또는 졸업증명서, 지정대학의 공식 자격으로 박사후연구원으로서 연구에 참여 중임을 입증할 수 있는 서류",,"품행단정: 신청일로부터 5년 이내 금고 이상의 형(집행유예 포함)을 선고받은 사실 없음, 3년 이내 출입국관리법 3회 이상 위반(통고처분 합계 500만 원 이상) 또는 300만 원 이상 벌금형 없음, 허위서류 제출 없음, 입국금지 사유 없음, 특정강력범죄 등 외국에서의 형 선고 없음 등 취업활동: 신청일 이전 3년 이내 취업 제한 분야 취업 사실 없을 것, 신청일 이전 6개월 이내 국내 노동시장·사회경제 질서에 부정적 영향을 미칠 수 있는 직종에 취업한 사실 없을 것 공중보건: 결핵 등 전염병 없을 것",,,,,1회 3년 이내 부여(최장 5년 이내),대학별 인원 쿼터: 별도 제한 없음,,,,
215,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,F-5,영주,visa_rule,K-STAR 영주(F-5-S1) / 자격요건,체류자격 변경,요건,F-5-S1,K-STAR 영주(F-5-S1)로 자격변경을 신청하는 사람,,,,"기본서류: 신청서, 여권, 외국인등록증, 수수료(수입인지), 체류지 입증서류, 해외범죄경력증명서, 신원보증서 추가서류: - 신청인이 해당하는 점수를 기재한 점수표 - 신청인이 기재한 평가 항목별 점수를 입증하는 서류",,"품행단정: 다음에 해당하는 경우 원칙적으로 영주자격으로 자격변경 불가 - 대한민국 법률 위반으로 금고 이상 실형 선고 후 형 종료·면제일부터 5년 미경과 - 금고 이상 형의 집행유예 선고 후 판결 확정일부터 5년 미경과 - 벌금형 납부일부터 3년 미경과 - 출입국관리법 제7조제1항·제4항, 제12조제1항·제2항 위반일부터 5년 미경과 - 최근 5년간 출입국관리법 3회 이상 위반(과태료 처분 제외) - 강제퇴거명령 출국일부터 7년 또는 출국명령 출국일부터 5년 미경과 - 최근 3년간 출입국관리법 위반 500만 원 이상 범칙금 또는 합산 700만 원 이상 - 벌금·추징금 등 미납(노역장 유치, 압류, 징수 등으로 납부의무 벗어난 후 3년 경과자 제외) - 외국에서 특정강력범죄, 협박, 공갈, 사기, 보이스피싱, 마약 범죄로 형 선고 또는 그 외 범죄로 금고 이상 형 선고 생계유지능력 및 기본소양: K-STAR 영주 점수제 항목의 '한국어능력' 및 '연간 소득' 항목 심사로 대체 준법시민교육: 영주(F-5) 자격 취득 예정자 중 국내법 위반 사실이 확인된 자(품행단정 결격사유자 제외)",,,,,,,,,,
217,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,common_rule,준법시민교육 (거주(F-2) 자격변경 및 연장 / 영주(F-5) 자격변경),공통사항,요건,준법시민교육,"2022년 7월부터 거주(F-2)자격 취득 및 연장 예정자, 영주(F-5)자격 취득 예정자 중 국내법 위반 사실이 확인된 자",,"거주(F-2) 자격변경 및 연장 허가 예정자 중 국내법 위반 사실이 확인된 자 - 자격변경 신청 시: 신청일로부터 10년 이내 위반 - 체류기간 연장 시: 신청일로부터 5년 이내 위반 영주(F-5) 자격변경 허가 예정자 중 신청일로부터 최근 10년 이내 국내법 위반 사실이 확인된 자 사건종결일(불기소처분일, 벌금 등 납부일)부터 위반기간 계산",,,,"교육이수 여부 확인: - 이민통합지원센터 업무담당자가 교육이수자에 대한 이수확인서 발급, ICRM 참고사항에 '준법시민교육 교육이수 완료' 기재 - 체류담당자는 반드시 '교육이수 완료' 확인 후 자격변경 및 연장 허가 지침 시행 후 준법시민교육 대상자가 최초 연장 신청한 경우 다음 연장 시까지 준법시민교육을 이수하도록 안내, 그 이후(2회부터) 법 위반사항 적발 시 준법시민교육 이수해야 연장 가능",교육신청: 사회통합정보망(www.socinet.go.kr)에서 온라인 신청,,교육 제외 대상(교육참여 불요): 1) 과거 '준법시민교육'을 이수한 자로서 추가 법위반 사실이 없는 자 2) 법 위반 횟수가 1회 이하이며 불기소처분 또는 100만 원 이하의 벌금·범칙금·과태료를 부과받은 자(처분·부과 면제 포함) 사건종결일부터 위반기간 계산하여 10년 경과(자격변경 신청자) 및 5년 경과(체류기간 연장 신청자) 시 제외,,,,,,,
218,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,common_rule,해외범죄경력증명서 제출기준,공통사항,제출서류,해외범죄경력증명서,"거주(F-2), 영주(F-5) 등 사증발급, 자격변경, 체류기간 연장 시 해외범죄경력증명서 제출이 필요한 외국인",,신청일 기준 최근 5년 이내 연속하여 6개월 이상 해외 체류 사실이 있는 경우 해당 체류국의 범죄경력증명서 제출(최근 5년 이내 6개월 이상 체류 국가가 2개 이상일 경우 모두 제출),,"발급 대상 국가에 소재하는 권한 있는 기관이 발급한 공적 문서로서 해당 국가에서의 모든 범죄경력이 포함되어야 함 - 아포스티유 협약 가입국가: 발급 국가의 아포스티유 확인 - 아포스티유 협약 미가입국가: 발급 국가 주재 대한민국 공관의 영사 확인 범죄경력증명서 원본과 공증된 번역본 제출(번역자 인적사항 및 연락처 기재, 신분증 사본 첨부)",,,,,"제출 면제 기준(개별 사안에 따라 징구 필요성이 인정되는 경우 제출 요구 가능): - 신청일 기준 만 14세 미만인 사람 - 대한민국 출생 또는 만 14세 미만에 입국하여 만 14세 이후 해외에서 6개월 이상 연속 체류하지 않은 사람 - 사증 발급 시 해외 범죄경력증명서를 제출하고 사증 발급일로부터 3개월 이내 국내에서 체류자격변경을 신청하는 사람 - 재외공관 사증발급 또는 국내 자격변경 시 범죄경력증명서를 제출한 사람으로서 국내 체류허가 기간 중 해외에서 6개월 이상 체류하지 않은 사람 - 신청일까지 국내에서 10년 이상 계속하여 합법 체류한 사람(6개월 이상 연속 해외 체류 사실 없을 것) - 해당 국가의 발급 제한 연령(예: 만 18세 미만 캐나다인) 또는 거주요건 미충족으로 발급이 어려운 사람(신청인이 발급기준 등 소명 필요) - 천재지변, 전쟁 등으로 발급 불가능하거나 그에 준하는 사정이 있다고 재외공관의 장 또는 출입국·외국인청장 등이 인정하는 사람",,발급일로부터 6개월 이내(발급일 이후 6개월 이상 해외 체류한 사실이 없는 경우 유효한 것으로 인정),,,,,
219,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-5,영주,visa_rule,우수인재 특별귀화 평가기준 (국적법 시행령 제6조제2항),체류자격 변경,요건,우수인재 특별귀화,국적법 시행령 제6조제2항에 해당하는 우수인재로서 우수인재 평가기준 및 추천 등에 관한 고시(2024.4.12.)에 따라 특별귀화를 신청하는 사람,,"1. 저명인사: 전직 국가원수, 정부 수반, 각료급 이상, 국제기구 대표; 노벨상·퓰리처상·괴테상·공쿠르상·맨부커상·필즈상·튜링상·올림픽 동메달 이상 수상자 등 (소득요건 없음) 2. 학술분야 연구실적 우수자: 국내·외 4년제 대학 부교수 이상 1년 이상 재직, 최근 5년 이내 SCI/SSCI/A&HCI 등에 1편 이상 또는 KCI에 2편 이상 또는 권위 있는 학술대회에서 2회 이상 게재/발표 등 (소득요건 없음). 또는 패스트트랙 특례: 우수인재 패스트트랙 F-2(거주) → F-5(영주) 후 SCI/SSCI/A&HCI 3편 이상 또는 KCI 5편 이상 또는 국내·외 특허 등록 2편 이상 (소득요건 없음) 3. 문화·예술 분야 우수능력자: 국내·외 공신력 있는 단체 수상, 저명 협회 회원, 전문출판물 기사 게재, 국제 전시회 심사위원, 국제 권위 전시회 작품 전시·공연 등 2개 이상 충족 (일반외국인 GNI 2배, 외국국적동포 GNI 1.5배 또는 상업적 성공 입증서류) 4. 스포츠 분야 우수능력자: 국제 권위 체육행사 출전, 최근 3년 이내 개인전 3위·단체전 8강 입상, PGA/LPGA 20위 이내 등 2개 이상 충족 (일반외국인 GNI 2배, 외국국적동포 GNI 1.5배. 대한장애인체육회 회장 추천 우수인재(장애인)는 동포 기준 적용) 5. 국내·외 기업 근무자, 외투기업 근무자: 세계 300대 기업 3년 이상 근무 후 대기업 사내이사, 중견기업 사내이사, 상시근로자 100인 이상·자본금 80억 원 초과 국내 기업 사내이사 3년 이상, 3년간 대외수출 평균 500만 달러 이상 개인사업자/법인 대표, 외국인투자기업(50만 달러 이상) 대표이사 3년 이상 거주·납세 3억 원·국민 30명 이상 고용 등 (일반외국인 GNI 2배, 외국국적동포 GNI 1.5배) 6. 신산업분야·첨단기술 분야 근무자: 시스템반도체·바이오헬스·미래차·인공지능 등 신산업 분야 또는 신소재·IT·e-business·BT·NT·수송기계·환경에너지·디지털가전·융복합산업·소프트웨어 등 첨단기술 분야 2년 이상 경력 후 국내 기업·연구기관 고용 (외국국적동포는 1년 이상. 일반외국인 GNI 2배, 외국국적동포 GNI 1.5배) 7. 신산업분야·첨단기술·과학 등 분야 원천기술 보유자: 세계수준의 원천기술 보유 (소득요건 없음) 8. 국내·외 지식재산권 보유자: 특허권·실용신안권·디자인권 보유 및 총 소득 1억 원 이상 (소득요건 없음) 9. 전…",,,,,,,,,,,,"우수인재 특별귀화 평가기준 10개 분야(저명인사, 학술, 문화예술, 스포츠, 기업근무, 신산업·첨단기술, 원천기술, 지식재산권, 전문자격, 국제기구)",,
