source_row_number,review_priority,review_reason,suggested_action,stay_status_code,stay_status_name_ko,item_type,section_title,petition_type,subsection_type,subtype_or_program,applicant_context,eligibility,target_persons,common_documents,mandatory_documents,other_documents,requirements,procedure,restrictions,exceptions,fees,duration_or_validity,quota_or_limit,score_criteria,table_summary,table_rows,normalized_text
214,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-10,선원취업,stay_status_rule,E-10 선원취업 / 근무처 변경·추가,근무처 변경/추가,제출서류,,선원취업자가 사업장의 휴·폐업 등으로 정상적인 근로관계를 지속하기 곤란한 때,지방해양수산청장의 추천을 받아 근무처 변경 신청 가능,,,"- 신청서(별지 34호서식), 여권 및 외국인등록증, 수수료 - 한국해운조합 또는 수산업협동조합중앙회 발급 외국인 고용추천서 - 고용계약서 - 사업자등록증 - 산재서류 또는 진단서(필요시) - 신원보증서",,,,,"동일 선사(선주)의 선박 간 이동근무 시에도 미리 근무처변경 허가를 받아야 함. 단, 이 경우 수수료 면제",,,,,,,
218,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-10,선원취업,stay_status_rule,E-10 선원취업 / 구직 중 연장,체류기간 연장,예외,,체류허가기간 중에 고용해지 등으로 구직 중인 자,잔여 체류가능 기간이 총 체류가능기간(3년) 기준 최소 4개월 이상 남아 있는 자,,,"- 신청서(별지 34호서식), 여권 및 외국인 등록증 - 각서",,,고용해지일로부터 3개월의 범위 내에서 체류기간 연장허가,,체류기간연장허가수수료는 면제,체류기간연장허가수수료 면제,고용해지일로부터 3개월 범위 내,,,,,
220,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-10,선원취업,stay_status_rule,E-10 선원취업 / 고용변동신고,외국인등록,신고의무,,선원취업(E-10) 외국인선원을 고용한 자,,선원취업(E-10) 외국인선원의 고용주,,- 고용·연수 외국인 변동사유 발생신고서(시행규칙 별지 32호 서식) - 외국인등록증 사본 - 사업자등록증 사본 - 퇴직 외국인선원 인수·인계확인서 - 고용주 신분증(고용주 직접 신고 시) 또는 고용주 위임장·재직증명서·직원 신분증(대리 신청 시),,,"방문신고: 체류지 관할 청(사무소·출장소) 직접방문 신고 팩스신고(1577-1346), 하이코리아 전자민원(www.hikorea.go.kr) - 신고기한을 도과하지 않은 경우에만 처리",,계약기간 만료로 인한 퇴직은 신고 불필요,,해고·퇴직·고용계약 변경: 사유가 발생한 날로부터 15일 이내 사망·소재불명: 사유를 안 날로부터 15일 이내,,,,,
223,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,F-1,방문동거,stay_status_rule,F-1-12 점수제 우수인재 가족,체류자격외 활동허가,제한,F-1-12,점수제 우수인재의 배우자 및 미성년 자녀로서 방문동거자(F-1-12),외국인 관서장이 필요성이 있다고 판단되는 경우 전문직·준전문직(E-1~E-7) 취업 요건을 갖춘 경우 사전에 체류자격외 활동허가를 받아 취업 가능,,,,해당 체류자격에서 요구하는 서류 제출,,,원칙적으로 취업 및 영리활동 불가 호텔·유흥종사자(E-6-2) 및 숙련기능인력(E-7-4) 제외,외국인 관서장 판단으로 사전 체류자격외 활동허가 시 취업 가능,,,,,,,
226,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-1,방문동거,stay_status_rule,F-1-6 혼인단절 결혼이민자,체류자격 변경,요건,F-1-6,"국민과 혼인이 단절되었으나 혼인단절자(F-6-3)에 해당하지 않는 사람으로서 재산분할, 가사정리 등의 사유로 국내 체류가 불가피한 사람",,,,"- 신청서(별지 제34호 서식), 여권 및 외국인등록증, 사진 1매, 수수료 - 신원보증서 - 이혼 사실이 기재된 혼인관계 증명서 - 체류 불가피성에 대한 소명자료(사유서, 재산분할 관련 입증자료 등) - 기타 심사에 필요하다고 인정되는 서류 - 체류지 입증서류(임대차계약서, 숙소제공 확인서, 체류기간 만료예고 통지우편물, 공공요금 납부영수증, 기숙사비 영수증 등)",,혼인단절 전 정상적인 혼인 생활 유지 여부 국내 체류의 불가피성 여부,,,,,6개월 범위 내 F-1-6 자격의 체류허가 기간은 자격변경일로부터 1년까지,,,,,
227,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-1,방문동거,stay_status_rule,F-1-13 외국인유학생 동반부모,체류자격 변경,요건,F-1-13,고등학교 이하 유학(D-4-3) 사증발급 대상 교육기관에서 입학허가를 받았거나 재학 중인 외국인유학생의 2촌 이내의 친인척으로서 국내에 현재 합법체류 중인 자,,,,"- 신청서(별지 34호 서식), 여권, 외국인등록증(해당자), 표준규격사진 1매, 수수료 - 외국인유학생 입학허가서 또는 재학증명서 - 가족관계 입증서류(원본 및 번역본 첨부 원칙, 부모의 영문성명을 알 수 있는 여권 사본 등) - 국내 체류비용 부담능력 입증서류(3개월 이상 계속 예치된 기준 이상 금액의 잔고증명서 등) - 재정능력 입증서류(불법체류 다발국가 국민에 한함) - 원천징수영수증, 부동산소유증명, 부동산거래계약서 등",,"국내 체류 비용 부담능력: 1년 간 생활비는 외국인 유학생의 연간 생활비 기준액의 2배 상당 금액(1인 기준) 일정 수준 이상의 재정능력 보유(불법체류 다발국가 국민): 연간 소득이 전년도 GNI 이상이거나, 자산이 국민기초생활보장법에 따른 중위 수준 이상",체류지 관할 청(사무소·출장소)에서 권한 위임,"단기체류자격 소지자, 기술연수(D-3), 비전문취업(E-9), 선원취업(E-10), 기타(G-1), 방문취업(H-2) 자격 소지자는 체류자격변경 불가 최근 5년 이내 출입국관리법 등 위반으로 200만원 이상의 벌금형 또는 통고처분, 강제퇴거 또는 출국명령 처분을 받은 사실이 있는 자는 사증(사증발급인정서)발급 제한 정부기관·지방자치단체 초청 장학생은 부모 동반 사증 발급 불가(원칙) 유학생의 유학경비를 부모의 체류비용 및 재정능력 심사자료로 중복 사용 불가",,,체류기간 2년 이내 허가(외국인유학생 체류기간 범위 내),,,,,
228,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-1,방문동거,stay_status_rule,F-1-D 디지털노마드(워케이션) 비자,체류자격 변경,요건,F-1-D,"단기체류자격(B-1, B-2, C-3)으로 국내 체류 중인 외국인",해외 사업체 소유자 또는 해외 기업에 소속된 외국인으로서 원격근무가 가능한 자 중 1년 이상 동일 업종에 근무한 자 및 그 가족,,"- 사증발급신청서(별지 제17호 서식), 여권, 표준규격사진 1매, 수수료","- 재직증명서(동일 업종에 1년 이상 종사 입증 필요) - 급여명세서, 잔고증명 등 소득 증빙 서류 - 범죄경력증명서, 의료보험 가입 증명서 - 가족관계 입증서류(가족 동반시) - 기타 출입국관서의 장이 심사에 필요하다고 인정하는 서류",,"대상: 해외 사업체 소유자 또는 해외 기업 소속 외국인으로 원격근무 가능, 1년 이상 동일 업종 근무 연령: 만 18세 이상(동반가족 자녀는 예외) 소득: 한국은행 고시 전년도 1인당 국민총소득(GNI)의 2배 이상",,,,,,,,,,
230,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-1,방문동거,stay_status_rule,F-1-5 결혼이민자의 부모 등 가족,체류기간 연장,요건,F-1-5,자녀 양육지원 목적 또는 인도적 사정(중증질환·중증장애)으로 결혼이민자의 부모 등 가족(F-1-5) 사증을 발급받고 입국한 결혼이민자의 본국 가족,,,"- 통합신청서, 여권, 체류지 입증서류, 표준규격 사진, 수수료 - 비취업서약서(외국인등록 및 최초 체류기간 연장 시)","- 국내 가족관계 증명서류: 초청인의 기본증명서, 가족관계증명서, 혼인관계증명서, 주민등록표(등본), 자녀명의 가족관계증명서(임신한 경우 임신진단서 또는 산모수첩) - 자녀가 2명 이상일 경우에는 모든 자녀의 가족관계증명서 제출 - 자녀가 양자의 경우 초청인의 입양관계증명서 추가 제출 - 자녀가 친양자의 경우 친양자입양관계증명서 추가 제출(체류기간 연장 시) - 자녀가 취학연령인 경우 재학증명서(체류기간 연장 시) - 중증 질환·장애 증명서류: 중증질환(중증난치질환) 또는 산정특례 사실이 기재된 진료비 영수증 등, 장애인증명서 등(인도적 사정의 경우)",,,,취학의무 불이행 시 연장 제한: 자녀가 취학연령에 해당하지만 초청인이 취학의무를 이행하지 않을 경우 체류기간 연장허가 제한,,,최초 체류기간 연장(자녀 양육지원): 입국일로부터 1년 범위 내 자녀가 만 10세가 되는 해의 3월말까지 한부모 가족·다자녀 가족 특례: 자녀가 만 13세가 되는 해의 3월말까지 체류기간 연장(자녀 양육지원): 입국일로부터 3년 범위 내 자녀가 만 10세(특례 13세)가 되는 해의 3월말까지 최대 1년씩 인도적 사정: 입국일로부터 1년 범위 내(최초)/3년 범위 내(연장) 인도적 사정이 지속될 때까지 장애인증명서의 종합 장애 정도란에 중증장애 또는 장애 정도가 심한 장애로 기재되어 있을 경우 중증장애로 인정,,,,,
233,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,F-2,거주,stay_status_rule,F-2 거주 / 활동범위 및 해당자,체류자격 변경,대상,,영주자격을 부여받기 위하여 국내 장기체류하려는 자,"가. 국민의 미성년 외국인 자녀 또는 영주(F-5) 체류자격을 가지고 있는 사람의 배우자 및 그의 미성년 자녀 나. 국민과 혼인관계(사실상의 혼인관계 포함)에서 출생한 사람으로서 법무부장관이 인정하는 사람 다. 난민의 인정을 받은 사람 라. 외국인투자 촉진법에 따른 외국투자가 등 (50만 달러 이상 투자한 외국인으로서 D-8 자격으로 3년 이상 계속 체류, 50만 달러 이상 투자한 외국법인이 국내 외국인투자기업에 파견한 임직원으로 3년 이상 계속 체류, 30만 달러 이상 투자한 외국인으로서 2명 이상의 국민을 고용) 마. 영주(F-5)자격을 상실한 사람 중 국내 생활관계의 권익보호 등을 고려하여 법무부장관이 인정하는 사람(강제퇴거된 사람 제외) 바. 외교(A-1)부터 협정(A-3)까지의 체류자격 외의 체류자격으로 대한민국에 5년 이상 계속 체류하여 생활 근거지가 국내에 있는 사람으로 법무부장관이 인정하는 사람 아. 국가공무원법 또는 지방공무원법에 따라 공무원으로 임용된 사람 자. 나이, 학력, 소득 등이 법무부장관이 정하여 고시하는 기준에 해당하는 사람(점수제 우수인재) 차. 투자지역, 투자대상, 투자금액 등 법무부장관이 정하여 고시하는 기준에 따라 부동산 등 자산에 투자한 사람(관광·휴양시설 투자) 카. 법무부장관이 대한민국에 특별한 기여를 했거나 공익의 증진에 이바지했다고 인정하는 사람 타. 자목부터 카목까지의 규정에 해당하는 사람의 배우자 및 자녀 파. 국가균형발전 특별법에 따른 인구감소지역 등에서의 인력 수급과 지역 활력 회복을 지원하기 위해 법무부장관이 고시하는 기준에 해당하는 사람",,,,,,,,,,1회 부여 체류기간 상한 5년,,,,,
235,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,F-2,거주,stay_status_rule,F-2-7 점수제 우수인재 / 동반가족 취업,체류자격외 활동허가,제한,F-2-7,점수이민제 우수인재(F-2-7)의 동반가족,,,,,,우수인재 비자 소지자가 연간 소득요건을 충족하는 경우 동반가족도 거주가족(F-2-71)을 받은 후 취업 가능(시행령 23조 제2항에 규정된 취업활동에 한함),,"소득요건 미충족 시 동반가족은 방문동거(F-1) 자격으로 체류 가능하나 취업 및 영리활동 금지 취업제한 분야 또는 국내 노동시장·사회경제질서에 부정적 영향을 미칠 수 있는 직종에 취업한 경우, 체류기간 연장 제한 또는 체류허가 취소 가능","외국어회화강사(E-2), 외국인학교교사(E-7), 국가기관·공공단체 교열요원(E-7) 요건을 갖춘 경우 사전에 체류자격외 활동허가를 받아 취업 가능",,,,,,,
237,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-2 국민의 미성년 외국인자녀,체류자격 변경,요건,F-2-2,국민의 미성년 외국인자녀 또는 국민과의 혼인관계(사실상의 혼인관계 포함)에서 출생한 자녀,,,,"- 신청서(별지 34호 서식), 여권, 표준규격사진 1매, 수수료 - 대한민국 국민과 해당 미성년자와의 관계 및 양육권 보유관계를 입증할 수 있는 서류(이혼판결문 등) - 양육권 보유관계를 입증할 수 없을 때에는 친권자 또는 후견인의 동의서 - 국민의 외국인 자녀임을 입증할 수 있는 서류(출생증명서, 호구부 등) - 자녀의 호구부 및 거민신분증 - 부모의 기본증명서, 가족관계증명서, 주민등록등본 - 신원보증서(양육권을 가진 부 또는 모)",,,,재외동포(F-4) 자격부여 제한 대상자는 제외 병역 이행 또는 면제처분을 받지 않은 상태에서 대한민국 국적을 이탈 또는 상실하여 외국인이 된 남성에 대해 40세 되는 해의 12월 31일까지 거주(F-2-2)자격 부여 제한,기존 방문동거(F-1-1)자격으로 체류하는 국민의 미성년 외국인 자녀에 대해서는 확인즉시 수수료 없이 거주(F-2-2)자격 변경,,,,,,,
238,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-3 영주자격 배우자 및 미성년 자녀,체류자격 변경,요건,F-2-3,영주(F-5) 자격 소지자의 배우자 및 미성년 자녀,,,,"- 신청서(별지 34호 서식), 여권, 표준규격사진 1매, 수수료 - 국내 배우자의 신원보증서 - 초청장 - 혼인배경 진술서 - 양국간 혼인관계 입증서류(결혼증명서, 가족관계 기록에 관한 증명서) - 재정(소득) 입증관련 서류(재직증명서, 부동산 등기부등본, 예금잔고증명서 등) - 교제경위서, 신용정보조회서(전국은행연합회 발행) - 국적국 또는 거주국의 관할 기관이 발급한 혼인당사자 쌍방의 범죄경력에 관한 증명서 - 혼인당사자 쌍방의 건강진단서 - 과거 혼인기록이 있는 경우 혼인 해소 여부를 입증할 수 있는 서류(이혼증 등) - 미성년 자녀의 경우 가족관계 입증 서류(출생증명서, 결혼증명서, 호구부 등)",,,,,"영주(F-5)자격 소지자 본인이 영주자격 변경 시 범죄경력증명서를 이미 제출한 경우 본인에 한해 제출 생략 가능 (단, 영주자격 변경 후 해외에서 6개월 이상 체류한 경우 제출 필요)",,,,,,,
239,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-5 고액투자자,체류자격 변경,요건,F-2-5,외국인투자촉진법에 따른 외국인투자가,미화 50만 달러 이상을 투자한 외국인으로서 기업투자(D-8) 체류자격으로 3년 이상 계속 체류하고 있는 사람 미화 50만 달러 이상을 투자한 외국법인이 외국인투자촉진법에 따른 국내 외국인투자기업에 파견한 임직원으로서 3년 이상 계속 체류 미화 30만 달러 이상을 투자하여 2명 이상의 국민을 고용하고 있는 사람,,,"- 신청서(별지 34호 서식), 여권 및 외국인등록증, 수수료 - 투자기업등록증 사본(50만 달러 이상 투자한 외국인) - 파견명령서 또는 재직증명서 또는 소득금액증명원(3년간)(파견 임직원의 경우) - 외국인 투자신고서 또는 투자기업등록증 사본, 피고용인 고용계약서 또는 소득금액증명원(30만 달러 이상 투자한 외국인)",,,,,,,,,,,,
242,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-8/F-2-81 관광·휴양시설 투자,체류자격 변경,요건,F-2-8,"관광·휴양시설 투자이민제도에 따라 기준금액 이상 투자한 외국인 또는 법인의 현직임원, 주주와 그 배우자, 미혼자녀","투자대상 체류시설에 기준금액 이상 본인의 자금으로 투자한 외국인 또는 법인의 현직임원, 주주와 그 배우자, 미혼자녀: 거주(F-2) 대상자 투자시설에 계약금과 중도금으로 미화 10만불 이상 또는 1억원 이상을 본인의 자금으로 투자한 외국인: 방문동거(F-1) 대상자",,,"- 신청서(별지 34호 서식), 여권, 외국인등록증(해당자), 표준규격사진 1매, 수수료 - 부동산 매매계약서, 부동산 등기부등본(F-2 대상자에 한함) - 분양회사 발행 회원증서·회원확인서·입금영수증(회원의 경우) - 미분양주택 공실 확인서, 해당주택 전입세대 열람내역(미분양주택 투자자) - 외환반입 관련 입증서류(국내 외국환은행 발급 외화송금 전신문, 외국환매입증명서 등) - 가족관계 증명서(배우자·미혼 자녀의 경우) - 국적국 또는 거주국의 해외범죄경력증명서(신청일 6개월 이내 발급)",,"본인의 해외 자본을 본인 명의로 송금, 수령하여 투자하여야 함 국내에서 합법적으로 형성한 소득 또는 국내 자산을 매각하여 투자한 경우 예외적으로 인정(불법체류 중 형성된 국내 소득과 자산은 불인정) 투자시설이 임대·담보·압류 등을 하지 않아야 하며, 수익활동에 활용하지 않아야 함",사전심사 후 6개월 이내에 국내 외국환은행을 통해 투자금 반입,"국내법 위반 결격사유에 해당하지 않아야 함(금고 이상 실형 종료 5년 미경과, 집행유예 5년 미경과, 300만원 이상 벌금형 3년 미경과, 강제퇴거 7년 미경과, 출국명령 5년 미경과, 출입국관리법 위반 범칙금 등)",,,"투자대상 지역: 강원 정동진, 전남 화양지구, 강원 평창 알펜시아, 인천경제자유구역, 제주특별자치도, 전남 여수경도, 부산 해운대관광리조트·동부산관광단지 투자금액: 지역별 5억~10억 원 이상",,,,,
243,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-12/13/14 공익사업투자,체류자격 변경,요건,F-2-12,"법무부장관이 정한 공익사업 투자대상에 기준금액 이상 투자한 외국인 또는 법인의 임원, 주주와 그 동반가족",,,,"- 신청서(별지 제34호 서식), 여권사본, 사진, 수수료 - 투자금 납입 증명 서류(투자유치기관 장의 직인이 날인된 투자확인서, 계좌이체 내역서 등) - 외화반입 관련 입증서류(공익투자 전담은행 발행 외화송금 전신문, 외국환매입증명서 등) - 가족관계 증명서(배우자·미혼 자녀의 송금 또는 자격변경 신청에 한함) - 국외에서 해당 투자자 명의로 법인에 투자금 송금·지불 입증 서류(법인 통한 간접투자의 경우) - 투자한 법인의 현직 임원 또는 과점주주 입증 서류 - 국적국 또는 거주국의 해외범죄경력증명서(신청일 6개월 이내 발급)",,"일반투자이민 15억원 이상, 고액투자이민 30억원 이상(원금보장·무이자형) 관광·휴양시설 투자이민제도와 연계: 합산액이 공익사업 투자기준금액 이상이면 인정(한국산업은행 예치금 최소 500만원 이상)",사전심사 후 6개월 이내에 공익투자 전담은행을 통해 투자금 반입,,거주를 하지 않고 수시 방문을 희망하는 경우 3년 유효한 복수사증(C-3) 발급,,원금보장·무이자형: 한국산업은행 운용 공익펀드 예치 손익발생형: 법무부장관이 지정·고시하는 지역개발사업(관광 중심 기업도시) 출자,,,,,
244,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,F-2,거주,stay_status_rule,F-2-16 특별기여자,체류자격 변경,요건,F-2-16,법무부장관이 대한민국에 특별한 기여를 했거나 공익의 증진에 이바지 했다고 인정하는 자 및 그 배우자·자녀,"국가의 독립 및 발전 기여(훈·포장, 5년 이상 위원 위촉 등) 국제관계 개선 및 국제지위 향상 기여(외교사절, 국제기구 직책, 재외공관 5년 이상, 국제교류 증진) 사회·복지·고용 분야 기여(사회·복지 분야 3년 이상 봉사활동) 국가의 안전 및 사회질서 기여(국가기밀·첨단산업정보 유출·테러 정보 제공, 국제범죄조직 검거 공헌) 기타 분야 기여(범죄·재해·재난·사고로부터 국민의 생명 및 재산보호 기여)",,"- 신청서, 여권, 사진, 수수료, 체류지 입증서류, 해외범죄경력서","- 기본소양 입증서류 - 특별 기여 입증서류(훈·포장 증서, 추천서, 그 외 증빙 서류 등) - 기타 심사에 필요하다고 인정하는 서류(가족관계 입증서류 등)",,"품행 요건: 금고 이상 형 종료 5년 경과, 벌금형 3년 경과 등 한국어와 한국문화에 대한 기본소양 요건: 국내 3년 이상 체류, 사회통합프로그램 2단계 이상 교육 이수, 사회통합프로그램 사전평가 41점 이상, 초·중·고등학교 졸업, 대학·대학원 졸업, 검정고시 합격 중 하나 이상",,,"기본소양 요건 적용 제외: 신청 당시 민법상 미성년자 해당 요건을 갖추지 못한 경우 다음 체류기간연장 시까지 요건 충족하여야 함을 안내, 확인서 제출 후 자격변경 및 체류기간 1년 이내 연장 허가",,,,,,,
245,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,F-2,거주,stay_status_rule,F-2-99 기타 장기체류자,체류자격 변경,요건,F-2-99,외교(A-1)부터 협정(A-3)까지의 체류자격 외의 체류자격으로 대한민국에 5년 이상 계속 체류하여 생활 근거지가 국내에 있는 사람,"문화예술(D-1), 취재(D-5), 종교(D-6), 주재(D-7), 기업투자(D-8, 투자금액 1억원 이상), 무역경영(D-9), 예술흥행(E-6-1, 3), 교수(E-1), 회화지도(E-2), 연구(E-3), 기술지도(E-4), 전문직업(E-5), 특정활동(E-7), 방문동거(F-1, 국내 출생 대만화교에 한함), 동반(F-3-18, 기타 장기 체류자의 배우자 또는 미성년 자녀)",,,"- 여권, 사진 1매, 수수료, 신청서 및 신청사유서 - 해외범죄경력증명서 - 생계유지 능력 입증서류(자산: 예금잔고증명, 부동산임대차계약서, 부동산등기부등본 등 / 소득: 소득금액증명원 등) - 경제활동 지속 입증서류(취업자: 고용계약서, 재직증명서, 사업자등록증 / 사업자: 법인등기사항전부증명서, 투자기업등록증 등) - 한국어와 한국문화에 대한 기본소양 입증서류 - 부동산 임대차 계약서 등 체류지(주거지) 입증서류",,"국내 체류기간: 자격변경 대상 체류자격으로 대한민국에 5년 이상 계속 체류 (91일 이상 해외출국 기간, 완전출국 30일 초과 기간, 불법체류·불법취업 기간 등은 제외) 체류지(주소지) 요건: 사회통념상 정상적으로 장기 거주가 가능한 체류지 확보 (고시원·모텔 등은 억제) 품행단정요건: 금고 이상 형 5년 미경과, 출입국관리법 3회 이상 위반 통고처분 500만원 이상, 300만원 이상 벌금형 3년 미경과, 허위서류 제출 등 결격사유 없을 것 생계유지 능력: 자산 2,000만원 이상, 전년도 연간소득 4,000만원 이상, 경제활동 지속 한국어와 한국문화 기본소양: 사회통합프로그램 4단계 이상 이수, 사전평가 81점 이상, 초·중·고 졸업, 대학·대학원 졸업, 검정고시 합격 중 하나",준법시민교육 시행 (국내법 위반 사실이 확인된 자),"단기 사증, 기타(G-1), 관광취업(H-1), 불법체류자, 출국을 위한 체류기간연장 또는 출국기한유예 중인 자는 체류자격 변경 억제","생계유지능력 심사 면제: 국내 출생 대만 화교, 국내 10년 이상 체류 중인 종교(D-6) 자격자로서 중앙행정기관 또는 지방자치단체 장의 추천을 받은 자 기본소양 요건 심사 면제: 과거 한국어능력 입증서류 제출자(사회통합프로그램 4단계 이상 준하는 한국어능력 입증), 국내 출생 대만 화교 또는 대한민국 국민이었던 자",,시행일 '25.7.7. 적용,,,,,
246,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2 공무원 임용자,체류자격 변경,요건,,국가공무원법 또는 지방공무원법에 따라 공무원으로 임용된 사람으로서 법무부장관이 인정하는 사람,,,,"- 신청서(별지 34호 서식), 여권, 외국인등록증(해당자), 표준규격사진 1매, 수수료 - 공무원증 또는 공무원 임용예정 확인서 - 신원보증서",,,,,,,,,,,,
247,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-6-2 → F-2 자녀성년 자녀양육자,체류자격 변경,요건,,국민과의 혼인관계 단절 후 한국인 배우자와 사이에 출생한 자녀를 성년이 될 때까지 국내에서 양육한 외국인 부 또는 모,"신청자의 체류자격: 신청일 현재 자녀양육(F-6-2) 자격으로 적법하게 체류 국내 계속 체류기간: 국민의 배우자(F-6-1), 자녀양육(F-6-2), 혼인단절(F-6-3) 자격으로 5년 이상 계속하여 국내체류 국내 생활기반: 신청인(자녀양육자)과 자녀 모두 신청일 기준 5년 이내 해외에서 체류한 기간이 국내에서 체류한 기간을 초과하지 않아야 함 자녀양육: 자녀와 동거하며 실제 자녀를 양육",,"- 여권, 표준규격 사진, 수수료, 통합신청서, 체류지 입증서류","- 자녀양육 관련: 자녀명의 주민등록표, 자녀양육에 지출된 비용 확인 서류 등 - 생계유지능력: 소득금액증명, 객관적 증빙서류(급여내역, 매출·비용 관련 서류 등) - 기본소양: 사회통합프로그램 교육확인서, 한국어와 한국문화시험 합격증(KLCT) 등",,"자격변경 신청 시기: 자녀가 민법상 성년이 되기 4개월 전부터 자녀양육(F-6-2) 자격 체류기간 만료일까지 국내 정주 기본 요건: 품행단정, 생계유지능력(기준 중위소득의 40%), 기본소양(사회통합프로그램 4단계 이상 교육 이수)",,,신청인과 자녀 중 중증질환 또는 중증장애가 있는 경우 생계유지능력 요건 면제 최초 시행일(2021.01.28.) 이전 자녀 성년 도래로 신청할 수 없었던 사람은 2022.01.27.까지 체류허가 신청 허용,,,,,,,
249,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,F-2,거주,stay_status_rule,F-2-7 점수제 우수인재 / 체류기간 연장 차등,체류기간 연장,요건,F-2-7,"점수제 우수인재 체류자격 외국인(F-2-7, F-2-7S) 및 그 배우자·미성년 자녀(F-2-71, F-1-12)",,,,,,결격사유에 해당하지 않을 것 점수표 상 배점의 합산 점수가 80점 이상인 외국인 중 합산 점수 또는 연간소득 점수 중 신청인에게 유리한 점수를 적용하여 체류기간 차등 부여 합산점수 130점 이상 또는 연간소득 50점 이상: 5년 합산점수 120-129점 또는 연간소득 45점 이상: 3년 합산점수 110-119점 또는 연간소득 40점 이상: 2년 합산점수 80-109점 또는 연간소득 30점 이하: 1년,,신청일 이전 3년 이내 취업 제한 분야에 취업하였을 경우 체류허가 불허(취소) 신청일 이전 6개월 이내 국내 노동시장·사회경제질서에 부정적 영향을 미칠 수 있는 직종에 취업한 경우 사안에 따라 허가,"유예기간: 취득 점수가 80점 미만이라도 현재 취업 중인 자로 최저임금 이상 급여 받는 경우 1년 연장 유예 실직 또는 최저임금 이하 소득 제출 시: 각서 징구 후 6개월씩 2회 체류기간 연장 허가, 3회째 미달 시 구직(D-10, 최대 1년)으로 자격변경 허용 임신, 출산, 육아휴직 등으로 소득요건 미충족 시 체류만료일로부터 1년 연장 유예 한국전 참전 우수인재: 20점 가점, 동반가족도 F-2-71 잠재적 우수인재(F-2-7S): 5년 상장법인·유망산업 종사 예정자, 유학인재 등 취업예정자로 고용계약서 제출 시 1년",,,,점수제 평가표에 따른 체류기간 차등 부여 (5년/3년/2년/1년),,,
255,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-3,동반,stay_status_rule,F-3 동반 / 체류자격 변경허가,체류자격 변경,요건,,국내 입국 후 임신·출산·양육·질병 등 사정변경으로 인도적 고려가 필요한 자,"사증면제(B-1), 관광통과(B-2) 및 단기사증으로 입국한 자 국내 합법 장기체류 외국인",,,"- 신청서(별지 34호 서식), 여권, 표준규격사진 1매, 수수료 - 가족관계 입증서류(결혼 또는 출생증명서 등) - 체류경비 등 재정능력 입증서류 - 체류지 입증서류 - 신원보증서 - 체류자격 변경 사유서 및 관련 증빙 서류 - 주자격자(배우자 또는 부모)의 외국인등록증",,,,,,,,,,,,
